Ma_San_Pham,Trong_Luong,Muc_Beo,Ti_Le_Hien_Thi,Loai_Hang,Gia_Niem_Yet,Ma_Cua_Hang,Nam_Mo_Cua,Quy_Mo,Loai_Do_Thi,Kieu_Cua_Hang,Doanh_So
FDW39,,BeoThuong,0.036731658,Thit_Tuoi,177.237,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4763.799
FDW43,20.1,BeoThuong,0.022552083,Rau_Cu_Qua,226.6036,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,6831.108
NCZ30,6.59,BeoThap,0.026238087,Do_Gia_Dung,121.6098,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2410.196
FDT56,16.0,BeoThuong,0.193477995,Rau_Cu_Qua,55.9246,OUT010,1998,,Do_Thi_3,Tap_Hoa,405.4722
FDH41,,BThap,0.143591586,Do_Dong_Lanh,213.5534,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,430.1068
DRI47,14.7,BeoThap,0.02090277,Do_Uong_Con,144.5128,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3307.6944
FDW13,,BeoThap,0.171383506,Do_Hop,50.5324,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,207.7296
FDR44,6.11,beothuong,0.103129612,Rau_Cu_Qua,129.5968,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2348.9424
FDJ56,8.985,BeoThap,0.184440421,Rau_Cu_Qua,99.67,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,3295.71
NCX06,,BThap,0.02746599,Do_Gia_Dung,181.5976,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,543.2928
FDI16,14.0,BeoThuong,0.227260689,Do_Dong_Lanh,54.364,OUT010,1998,,Do_Thi_3,Tap_Hoa,159.792
FDG56,13.3,beothuong,0.071743629,Rau_Cu_Qua,59.7536,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,918.804
FDD46,,BeoThap,0.140571971,Do_An_Vat,154.7998,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3383.5956
FDT08,13.65,BeoThap,0.049496899,Rau_Cu_Qua,151.505,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,2846.295
FDL51,20.7,BeoThuong,0.047482391,Sua_Bo,215.9876,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,3430.2016
FDE23,17.6,BeoThuong,0.053170949,Thuc_Pham_Bot,45.606,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1724.422
FDX16,17.85,BeoThap,0.06575528,Do_Dong_Lanh,151.505,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2546.685
DRN11,7.85,BeoThap,0.163310805,Do_Uong_Con,143.5444,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,3628.61
NCQ05,11.395,BeoThap,0.03616416,Y_Te_Ve_Sinh,150.1708,OUT010,1998,,Do_Thi_3,Tap_Hoa,300.9416
NCO02,11.15,BeoThap,0.073354286,Khac,66.8142,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2372.9112
DRF36,16.1,BeoThap,0.023613955,Nuoc_Giai_Khat,192.8846,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,5350.3688
DRJ39,20.25,BeoThap,0.036399734,Sua_Bo,219.3482,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,8323.8316
FDU22,,BeoThap,0.163350221,Do_An_Vat,120.2124,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,474.0496
NCO54,19.5,BeoThap,0.014296484,Do_Gia_Dung,53.7614,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1436.7964
FDG12,6.635,BeoThuong,0.0,Do_Nuong,121.3098,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2530.7058
NCO42,21.25,BeoThap,0.024693927,Do_Gia_Dung,144.1102,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1749.7224
FDG58,10.695,BeoThuong,0.0,Do_An_Vat,156.1972,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1869.5664
FDU10,10.1,BeoThuong,0.045878153,Do_An_Vat,38.5848,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,484.7024
FDU10,10.1,BeoThuong,0.045950475,Do_An_Vat,38.2848,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1230.3984
NCM19,,BeoThap,0.047008497,Khac,112.0202,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,5063.409
FDQ13,,BeoThap,0.010590075,Do_Hop,84.6908,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3691.1952
FDX27,20.7,BeoThuong,0.191008614,Sua_Bo,92.8436,OUT010,1998,,Do_Thi_3,Tap_Hoa,189.0872
FDN46,7.21,BeoThuong,0.144511119,Do_An_Vat,100.5332,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2460.7968
FDT28,13.3,BeoThap,0.06355415,Do_Dong_Lanh,149.4708,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1354.2372
NCL29,9.695,BeoThap,0.113939434,Y_Te_Ve_Sinh,160.2604,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1901.5248
FDV31,9.8,BeoThap,0.106933748,Rau_Cu_Qua,175.337,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,529.311
DRL23,18.35,BeoThap,0.015328106,Do_Uong_Con,107.5938,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1822.2946
FDR01,,BeoThuong,0.093883945,Do_Hop,200.4742,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,398.1484
FDJ16,9.195,BeoThap,0.114885647,Do_Dong_Lanh,59.6246,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1100.5674
FDI16,,beothuong,0.135118202,Do_Dong_Lanh,52.564,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2290.352
FDJ21,16.7,BeoThuong,0.038685176,Do_An_Vat,146.6102,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2770.3938
FDZ25,15.7,BeoThuong,0.027673055,Do_Hop,169.279,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,3735.138
FDM56,,beothap,0.069851683,Rau_Cu_Qua,110.9912,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1310.2944
NCS30,5.945,BeoThap,0.093170838,Do_Gia_Dung,127.3652,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1549.9824
FDS33,6.67,BeoThuong,0.124126756,Do_An_Vat,88.9514,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,2125.2336
FDZ15,13.1,BeoThap,0.020870744,Sua_Bo,117.3782,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1787.673
FDH10,21.0,BeoThap,0.049505857,Do_An_Vat,195.3478,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1162.4868
FDJ14,10.3,BeoThuong,0.050070476,Do_Hop,77.896,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1278.336
FDC39,7.405,BeoThap,0.159843921,Sua_Bo,206.6296,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3115.944
FDE39,7.89,BeoThap,0.036127671,Sua_Bo,117.4782,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2026.0294
FDB20,7.72,BThap,0.051970838,Rau_Cu_Qua,79.7986,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2336.958
NCG43,,BeoThap,0.129983688,Do_Gia_Dung,93.0462,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,185.0924
NCI31,,BeoThap,0.142393355,Khac,36.419,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,109.857
FDX04,,BeoThuong,0.07278643,Do_Dong_Lanh,49.4376,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,191.7504
FDH38,6.425,BeoThap,0.010454459,Do_Hop,115.6808,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1406.1696
FDV33,9.6,BeoThuong,0.027399064,Do_An_Vat,258.3304,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,4133.2864
FDI50,8.42,BeoThuong,0.030905215,Do_Hop,227.6352,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2748.4224
NCL31,7.39,BeoThap,0.120280989,Khac,142.747,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3149.234
FDW39,6.69,BeoThuong,0.0,Thit_Tuoi,176.937,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,4234.488
FDB16,8.21,BeoThap,0.044925784,Sua_Bo,86.0198,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1569.9564
FDN15,,BeoThap,0.029299175,Thit_Tuoi,140.318,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,139.818
FDX55,15.1,BeoThap,0.055195461,Rau_Cu_Qua,216.1166,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,5007.4818
FDH58,12.3,BeoThap,0.036908933,Do_An_Vat,115.9834,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2073.3012
FDG08,,BeoThuong,0.289522833,Rau_Cu_Qua,172.0764,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,171.7764
FDV59,13.35,BeoThap,0.080387424,Banh_Mi,219.2166,OUT010,1998,,Do_Thi_3,Tap_Hoa,1524.0162
FDX33,9.195,BeoThuong,0.117462619,Do_An_Vat,158.9578,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2246.4092
NCB42,11.8,BeoThap,0.008559557,Y_Te_Ve_Sinh,117.2492,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2432.8332
FDS35,,BThap,0.110681931,Banh_Mi,63.2826,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1033.3216
FDS44,12.65,BeoThuong,0.15604396,Rau_Cu_Qua,239.6538,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3845.6608
FDX26,,BeoThap,0.153741385,Sua_Bo,182.6292,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,182.4292
FDV12,16.7,BeoThuong,0.061122656,Do_Nuong,100.0384,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2463.46
FDK10,,BeoThuong,0.04016342,Do_An_Vat,181.166,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3415.554
FDX47,6.55,BeoThuong,0.034745307,Banh_Mi,158.8288,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,4399.6064
FDK14,6.98,BeoThap,0.041098016,Do_Hop,81.6934,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,818.934
FDT36,12.3,BThap,0.111727876,Do_Nuong,33.9874,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,564.5984
FDV15,10.3,BThap,0.146172453,Thit_Tuoi,103.3648,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3219.8088
NCL54,12.6,BeoThap,0.082921642,Do_Gia_Dung,175.2054,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,3502.108
FDU24,6.78,beothuong,0.140163038,Do_Nuong,94.212,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1025.332
FDO58,19.6,BeoThap,0.039638705,Do_An_Vat,166.0526,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,3124.5994
FDG53,10.0,BeoThap,0.046116319,Do_Dong_Lanh,141.818,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,838.908
DRI01,7.97,BeoThap,0.057667173,Nuoc_Giai_Khat,172.1422,OUT010,1998,,Do_Thi_3,Tap_Hoa,517.3266
FDJ10,5.095,BeoThuong,0.129766301,Do_An_Vat,141.6838,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,3231.1274
FDR49,8.71,BeoThap,0.233039817,Do_Hop,49.5376,OUT010,1998,,Do_Thi_3,Tap_Hoa,95.8752
FDT23,7.72,beothuong,0.074847665,Banh_Mi,78.8986,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,623.1888
FDT24,12.35,BeoThuong,0.186236236,Do_Nuong,78.7328,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1390.1904
FDW34,,BeoThap,0.062294473,Do_An_Vat,242.417,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,486.034
FDD28,10.695,BeoThap,0.0,Do_Dong_Lanh,60.5904,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,410.1328
FDL57,15.1,BeoThuong,0.067020992,Do_An_Vat,260.3304,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,5424.9384
FDW33,9.395,BeoThap,0.099274694,Do_An_Vat,104.528,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,852.224
NCF54,18.0,BeoThap,0.079299474,Do_Gia_Dung,170.5422,OUT010,1998,,Do_Thi_3,Tap_Hoa,344.8844
FDB14,,BeoThuong,0.0,Do_Hop,92.312,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,372.848
DRF27,8.93,BeoThap,0.028461453,Sua_Bo,152.234,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,5053.422
FDZ23,,BeoThuong,0.067175915,Do_Nuong,187.124,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3728.48
FDJ55,12.8,BeoThuong,0.023626808,Thit_Tuoi,223.2404,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2475.4444
NCJ18,12.35,BThap,0.274405193,Do_Gia_Dung,117.1124,OUT010,1998,,Do_Thi_3,Tap_Hoa,355.5372
FDR23,,BeoThap,0.143199389,Banh_Mi,175.837,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,352.874
DRD25,6.135,BThap,0.079293753,Nuoc_Giai_Khat,111.286,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2263.72
FDM27,,BeoThuong,0.277459381,Thit_Tuoi,156.3946,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,473.3838
NCS42,8.6,BeoThap,0.069524391,Do_Gia_Dung,91.8146,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2371.5796
DRD37,9.8,BeoThap,0.013830218,Nuoc_Giai_Khat,45.306,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1304.968
FDW25,5.175,BeoThap,0.037398953,Do_Hop,84.2224,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,852.224
FDA44,19.7,BeoThap,0.089083914,Rau_Cu_Qua,54.593,OUT010,1998,,Do_Thi_3,Tap_Hoa,56.593
FDC10,9.8,BeoThuong,0.072990979,Do_An_Vat,121.6098,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1566.6274
FDB41,19.0,BeoThuong,0.097294728,Do_Dong_Lanh,47.7718,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1039.9796
FDN04,11.8,BeoThuong,0.014144442,Do_Dong_Lanh,180.4344,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,535.3032
NCZ06,19.6,BeoThap,0.094161662,Do_Gia_Dung,251.9698,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,4566.0564
FDQ44,20.5,BeoThap,0.036140297,Rau_Cu_Qua,120.0756,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2302.3364
FDO19,17.7,BeoThuong,0.0,Rau_Cu_Qua,46.8034,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,923.4646
FDX12,18.2,BeoThuong,0.043626605,Do_Nuong,241.4196,OUT010,1998,,Do_Thi_3,Tap_Hoa,482.0392
FDO27,6.175,BeoThuong,0.0,Thit_Tuoi,94.9752,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1534.0032
NCJ19,,BeoThap,0.117607719,Khac,55.2588,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2748.4224
FDT45,15.85,BeoThap,0.057302606,Do_An_Vat,53.3956,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,600.5516
FDQ09,7.235,BeoThap,0.058369013,Do_An_Vat,115.2834,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1267.0174
DRM37,15.35,BeoThap,0.096379585,Nuoc_Giai_Khat,196.5768,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,4729.8432
FDX28,,BeoThap,0.0,Do_Dong_Lanh,100.7042,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3174.5344
FDA07,7.55,BeoThuong,0.031007381,Rau_Cu_Qua,123.4072,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2082.6224
NCN07,18.5,BeoThap,0.033944698,Khac,129.9284,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1054.6272
FDV51,16.35,BeoThap,0.03272295,Thit_Tuoi,165.7842,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1823.6262
DRM59,,BThap,0.003574698,Do_Uong_Con,154.6998,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3229.7958
FDJ34,11.8,BeoThuong,0.093801337,Do_An_Vat,126.0704,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1251.704
DRM37,15.35,BeoThap,0.161350176,Nuoc_Giai_Khat,196.6768,OUT010,1998,,Do_Thi_3,Tap_Hoa,591.2304
FDV48,9.195,BeoThuong,0.086396038,Do_Nuong,79.0644,OUT010,1998,,Do_Thi_3,Tap_Hoa,157.1288
DRF01,5.655,BeoThap,0.0,Nuoc_Giai_Khat,147.5102,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1166.4816
FDX16,17.85,BeoThap,0.110152524,Do_Dong_Lanh,150.205,OUT010,1998,,Do_Thi_3,Tap_Hoa,149.805
FDP01,20.75,BeoThuong,0.105994654,Do_An_Sang,150.5682,OUT010,1998,,Do_Thi_3,Tap_Hoa,762.341
FDH32,,BeoThap,0.075691713,Rau_Cu_Qua,98.241,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2220.443
FDK10,5.785,BeoThuong,0.040351229,Do_An_Vat,181.366,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1977.426
FDO25,,BeoThap,0.126831854,Do_Hop,209.027,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4613.994
FDN08,,BeoThuong,0.087936752,Rau_Cu_Qua,115.9466,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4124.631
FDX39,14.3,BeoThuong,0.04975339,Thit_Tuoi,210.3586,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,6331.758
FDZ44,8.185,BeoThap,0.064824502,Rau_Cu_Qua,116.0808,OUT010,1998,,Do_Thi_3,Tap_Hoa,234.3616
FDP21,,BeoThuong,0.025616191,Do_An_Vat,188.1872,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,6239.8776
FDD28,,BeoThap,0.053038775,Do_Dong_Lanh,59.5904,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1640.5312
FDO40,17.1,BeoThap,0.032678839,Do_Dong_Lanh,150.7392,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,3131.9232
FDW13,8.5,BeoThap,0.097866209,Do_Hop,51.1324,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1350.2424
FDQ37,20.75,BeoThap,0.089243789,Do_An_Sang,192.0478,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,4649.9472
FDJ56,,BeoThap,0.182514881,Rau_Cu_Qua,98.77,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2696.49
FDH02,7.27,BeoThuong,0.02076385,Do_Hop,89.0488,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,181.0976
DRI11,8.26,BeoThap,0.057585723,Do_Uong_Con,113.7834,OUT010,1998,,Do_Thi_3,Tap_Hoa,115.1834
FDL48,19.35,beothuong,0.082731751,Do_Nuong,49.2034,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,777.6544
FDS10,19.2,BeoThap,0.035185588,Do_An_Vat,181.3318,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1443.4544
FDB02,9.695,BeoThuong,0.029223424,Do_Hop,175.437,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2999.429
FDL22,16.85,BeoThap,0.036359891,Do_An_Vat,90.7488,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2263.72
FDH17,16.2,BeoThuong,0.016650191,Do_Dong_Lanh,97.4726,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1174.4712
FDK20,12.6,BeoThuong,0.041622264,Rau_Cu_Qua,124.0072,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,4042.7376
NCP55,14.65,BeoThap,0.0,Khac,53.8614,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1105.228
NCC18,19.1,BeoThap,0.177236497,Do_Gia_Dung,172.3422,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2586.633
NCP02,7.105,BeoThap,0.075000682,Do_Gia_Dung,61.0562,OUT010,1998,,Do_Thi_3,Tap_Hoa,296.281
NCF19,13.0,BeoThap,0.035307322,Do_Gia_Dung,47.5034,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,680.4476
FDK16,9.065,BeoThap,0.115799592,Do_Dong_Lanh,95.3094,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1713.7692
FDM02,12.5,BeoThuong,0.074035423,Do_Hop,87.9198,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1133.8574
NCY41,16.75,BeoThap,0.075721301,Y_Te_Ve_Sinh,34.3532,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1042.6428
FDB44,,BeoThap,0.016876708,Rau_Cu_Qua,210.0586,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,6964.9338
NCY29,13.65,BeoThap,0.077219509,Y_Te_Ve_Sinh,56.493,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,509.337
DRG13,17.25,BeoThap,0.037337632,Nuoc_Giai_Khat,163.7526,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3289.052
FDP20,19.85,BeoThap,0.045669236,Rau_Cu_Qua,126.402,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1012.016
FDA15,9.3,BeoThap,0.016009057,Sua_Bo,250.6092,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,6474.2392
NCE18,10.0,BeoThap,0.021425341,Do_Gia_Dung,250.175,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2996.1
FDG34,11.5,BeoThuong,0.037539164,Do_An_Vat,106.9254,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3038.7112
FDR58,6.675,BeoThap,0.041886576,Do_An_Vat,92.1462,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1203.1006
FDW55,12.6,BeoThuong,0.021969896,Rau_Cu_Qua,248.6092,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3237.1196
FDT47,5.26,BeoThuong,0.02455854,Banh_Mi,95.6068,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2332.9632
FDZ43,,BeoThuong,0.056782237,Rau_Cu_Qua,241.2512,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,8239.9408
FDB12,11.15,BeoThuong,0.105736638,Do_Nuong,104.4648,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2181.1608
FDZ16,16.85,BeoThuong,0.159825617,Do_Dong_Lanh,195.5478,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,4262.4516
NCM07,9.395,BeoThap,0.040124625,Khac,85.1908,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1342.2528
FDM10,18.25,BeoThap,0.076125668,Do_An_Vat,214.0218,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2564.6616
FDR35,,BeoThap,0.020597493,Banh_Mi,200.0742,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,8958.339
DRJ11,9.5,BeoThap,0.085075063,Do_Uong_Con,189.0872,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,3970.8312
FDP27,8.155,BeoThap,0.119428052,Thit_Tuoi,190.853,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2466.789
FDK21,7.905,BeoThap,0.010032624,Do_An_Vat,248.3408,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,751.0224
FDX31,20.35,BeoThuong,0.014825605,Rau_Cu_Qua,233.2958,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,4206.5244
FDG16,15.25,BeoThap,0.089742065,Do_Dong_Lanh,213.7192,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1078.596
FDO25,6.3,BeoThap,0.127647181,Do_Hop,207.927,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2097.27
FDL24,,BeoThuong,0.024776026,Do_Nuong,172.3422,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,7759.899
FDP09,,beothap,0.059336763,Do_An_Vat,212.1902,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,424.7804
FDT49,,BeoThap,0.150672399,Do_Hop,104.728,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2450.144
FDW01,,BeoThap,0.063750302,Do_Hop,153.4682,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2287.023
FDV26,,BeoThuong,0.133347119,Sua_Bo,193.0794,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,975.397
FDJ09,15.0,BeoThap,0.0,Do_An_Vat,43.4744,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,543.2928
FDO13,,BeoThap,0.106907604,Do_An_Sang,162.8526,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,493.3578
FDY28,7.47,BeoThuong,0.0,Do_Dong_Lanh,214.3218,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,4274.436
DRE49,20.75,BeoThap,0.021293097,Nuoc_Giai_Khat,151.9024,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2732.4432
FDY36,12.3,BeoThap,0.009463757,Do_Nuong,73.838,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1245.046
FDH27,7.075,BeoThap,0.058676973,Sua_Bo,142.0128,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,2588.6304
FDZ36,6.035,BeoThuong,0.065729039,Do_Nuong,188.324,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1491.392
FDM15,11.8,BeoThuong,0.057410724,Thit_Tuoi,149.5366,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1813.6392
NCA54,16.5,BeoThap,0.036641597,Do_Gia_Dung,178.7318,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1263.0226
FDX33,9.195,BeoThuong,0.117387066,Do_An_Vat,160.2578,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,4492.8184
FDA19,,BeoThap,0.0,Rau_Cu_Qua,126.6994,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,256.9988
DRD25,6.135,BeoThap,0.079094835,Nuoc_Giai_Khat,114.386,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1018.674
FDM24,6.135,BeoThuong,0.079776075,Do_Nuong,152.8366,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1964.7758
FDW60,,BeoThuong,0.016979326,Do_Nuong,177.037,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3352.303
FDT52,9.695,BeoThuong,0.047503318,Do_Dong_Lanh,244.6144,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,3185.1872
